CodigoInterno,NombreInvima,DescripcionComercial,PrincipioActivo,CodigoInvima,Cum
3123,DERMOVATE ® CREMA,CAJA DE CARTÓN + INSERTOSIN DATOCON 1 TUBO DE ALUMINIO COLAPSIBLE TAPASIN DATODE POLIETILENOSIN DATOPOR 30 G,CLOBETASOL PROPIONATO( EXCESO5% ),INVIMA 2016M-0011874-R1,20021767-2
3124,DERMOVATE®UNGÜENTO,CAJA PLEGADIZA CON UN TUBO COLAPSIBLE DE ALUMINIO CON TAPA DE POLIETILENO X 40G + INSERTO,PROPIONATO DE CLOBETASOL,INVIMA 2017M-0012157-R1,20021844-3
3125,DERMOVATE LOCION CAPILAR,FRASCO ENSIN DATOPEBD X 60 ML.,CLOBETASOL17PROPIONATOEQUIVALENTEACLOBETASOLPROPIONATOANHIDRO,INVIMA 2017M-007082-R3,58452-1
3126,DOLEX® AVANZADO,CAJA POR BLISTER EN PVC/ALUMINIO O PVC/ALUMINIO/PET POR 16 TABLETAS RECUBIERTAS.,ACETAMINOFEN,INVIMA 2019M-0009802-R1,20001852-4
3127,DOLEX AVANZADO,CAJA DISPENSADORA CON 10 TIRAS DE POLYPAPER (PAPEL-POLIETILENO-ALUMINIO-SURLYN) DE 10 TABLETAS RECUBIERTAS(100 TABLETAS),ACETAMINOFEN,INVIMA 2019M-0019013,20138398-4
3128,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 6 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,ACETAMINOFEN,INVIMA 2019M-0018763,20104221-2
3129,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 6 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,CADA CAPSULABLANDACONTIENE: NAPROXENO,INVIMA 2019M-0018763,20104221-2
3130,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 6 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,CAFEINA,INVIMA 2019M-0018763,20104221-2
3131,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 18 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,CADA CAPSULABLANDACONTIENE: NAPROXENO,INVIMA 2019M-0018763,20104221-5
3132,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 18 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,CAFEINA,INVIMA 2019M-0018763,20104221-5
3133,DURAFLEX ADVANCE.,CAJA PLEGADIZA POR 18 CÁPSULAS BLANDAS EN BLÍSTER ALUMINIO-PVC/ACLAR TRANSPARENTE POR 6 CÁPSULAS CADA BLISTER,ACETAMINOFEN,INVIMA 2019M-0018763,20104221-5
3134,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA POR TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN POR 12 TABLETAS.,ACETAMINOFEN,INVIMA 2020M-14137-R2,19906457-4
3135,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA POR TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN POR 12 TABLETAS.,CLORHIDRATO DE FENILEFRINA,INVIMA 2020M-14137-R2,19906457-4
3136,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA POR TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN POR 12 TABLETAS.,MALEATO DE CLORFENIRAMINA,INVIMA 2020M-14137-R2,19906457-4
3137,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA DISPENSADORA POR 100 TABLETAS EN TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN.,ACETAMINOFEN,INVIMA 2020M-14137-R2,19906457-9
3138,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA DISPENSADORA POR 100 TABLETAS EN TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN.,CLORHIDRATO DE FENILEFRINA,INVIMA 2020M-14137-R2,19906457-9
2650,BENRELAX CÁPSULA BLANDA,CAJA PLEGADIZA POR 20 CÁPSULAS BLANDAS EN BLISTER PVC/PE-EVOH-PE/ACLAR/PVC TRANSPARENTE - ALUMINIO POR 5 Y 10 CÁPSULAS BLANDAS CADA BLÍSTER,CICLOBENZAPRINA CLORHIDRATO,INVIMA 2021M-0020137,20190464-1
2651,BENRELAX CÁPSULA BLANDA,CAJA PLEGADIZA POR 20 CÁPSULAS BLANDAS EN BLISTER PVC/PE-EVOH-PE/ACLAR/PVC TRANSPARENTE - ALUMINIO POR 5 Y 10 CÁPSULAS BLANDAS CADA BLÍSTER,CLONIXINATO DE LISINA,INVIMA 2021M-0020137,20190464-1
2652,XAFILRED 60 MG/VIAL,1C1034031000100 CAJA DE CARTÓN CON UN FRASCO VIAL DE VIDRIO TIPO I INCOLORO. CON TAPÓN DE CAUCHO CLOROBUTILO Y TAPA FLIP-OFF COLOR CAFÉ.,CARFILZOMIB,INVIMA 2021M-0020157,20171879-1
2653,ALCAF ELEA® 60MGPOLVO LIOFILIZADO,CAJA PLEGADIZA CON UN VIAL DE VIDRIO TIPO I. CON TAPÓN DE CLOROBUTILO RECUBIERTO POR TEFLÓN Y PRECINTO DE ALUMINIO FLIP OFF,CARFILZOMIB,INVIMA 2024M-0021379,20228189-1
2654,METRONIDAZOL SUSPENSION,FRASCO (ENVASE) TIPO PET AMBAR X 120 ML,METRONIDAZOL BENZOILO4.0 G EQUIVALENTE A METRONIDAZOL BASE,INVIMA 2009 M-008929 R2,27222-5
2655,METRONIDAZOL SUSPENSIÓN 250 MG/ 5 ML,1M1035841001100 - METRONIDAZOL 5000.0000 MG SUSPENSION ORAL (LABORATORIOS ECAR) FRASCO 120.0000ML / FRASCO X 1 - FRASCO PET AMBAR POR 120 ML CON TAPA PLASTICA,METRONIDAZOL BENZOIL EQUIVALENTE A METRONIDAZOL BASE,INVIMA 2022M-0020590,20163014-1
2656,COXXIN® 15 MG TABLETAS,CAJA PLEGADIZA POR 10 TABLETAS EN BLISTER (PVC+PVDC TRANSPARENTE/ALUMINIO),MELOXICAM,INVIMA 2019M-0010094-R1,20005880-3
2657,CIPROFLOXACINA 100 MG / 10 ML,USO INSTITUCIONAL CAJA POR 10 FRASCOS VIAL POR 10 ML DE VIDRIO TIPO I. ÁMBAR. TAPÓN GRIS DE BROMOBUTILO Y AGRAFE DE ALUMINIO.,CIPROFLOXACINA BASE (EN FORMA DE LACTATO ),INVIMA 2022M-0004863-R2,19954690-14
2658,DEMUSTIN® 100MG,1B1019221000102SIN DATOCAJA POR UN VIAL DE VIDRIO AMBARSIN DATOTIPO ISIN DATOCON TAPON DE BROMOBUTILO . PRECINTO DE ALUMINIOSIN DATOY TAPASIN DATO,BENDAMUSTINA CLORHIDRATO MONOHIDRATADO EQUIVALENTE A BENDAMUSTINA CLORHIDRATO,INVIMA 2019M-0018973,20135024-1
2659,TREMFYA®,CAJA DE CARTÓN POR 1 (UNA) PLUMA PRELLENADA: JERINGA DE VIDRIO TIPO I. DE 1 ML CON AGUJA FIJA DE CALIBRE 27 X ½ PULGADA Y ÉMBOLO DE BROMOBUTILO. ENSAMBLADA EN UN DISPOSITIVO AUTOINYECTOR SELFDOSE,GUSELKUMAB,INVIMA 2019M-0019302,20123370-3
2660,TREMFYA®,CAJA DE CARTON X 1 JERINGA DE VIDRIO TIPO I. DE 1 ML CON AGUJA FIJA DE CALIBRE 27 X 1/2 DE PULGADA. EMBOLO DE BROMOBUTILO. ENSAMBLADA EN SISTEMA DE ADMINISTRACION CON PROTECTOR DE AGUJA PASIVO,GUSELKUMAB,INVIMA 2019M-0019302,20123370-1
2661,CLOB-X® SHAMPOO,FRASCO DE HDPE POR 125 ML EN CAJA PLEGADIZA,PROPIONATO DE CLOBETASOL,INVIMA 2020M-0004487-R2,19950400-4
2662,IVERMECTINA 0.6% SOLUCIÓN EN GOTAS,FRASCO GOTERO DE POLIETILENO DE BAJA DENSIDAD DE COLOR BLANCO Y TAPA DE POLIPROPILENO EN CAJA POR 5ML,IVERMECTINA,INVIMA 2021M-0004581-R2,19951421-1
2663,DOMIDE 10 MG CAPSULAS,1L1006491001100 LENALIDOMIDA 10.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (LEGRAND&DOMIDE) CAPSULA 1.0000U / CAJA X 21. CAJA POR 21 CÁPSULAS EN BLÍSTER OPA/AL/PVC/AL,LENALIDOMIDA,INVIMA 2021M-0020467,20130206-1
2664,DOMIDE® 5 MG CAPSULAS,IUM: 1L1006531001100. CAJA X 21 CAPSULAS EN BLISTER OPA/AL/PVC/AL,LENALIDOMIDA,INVIMA 2021M-0020126,20132265-1
2665,DOMIDE 15 MG CAPSULAS,1L1006521001100 LENALIDOMIDA 15.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (LEGRAND&DOMIDE) CAPSULA 1.0000U / CAJA X 21. CAJA POR 21 CÁPSULAS EN BLÍSTER OPA/AL/PVC/AL,LENALIDOMIDA,INVIMA 2021M-0020531,20130203-1
2666,DOMIDE 25 MG CAPSULAS,1L1006541001100 CAJA X 21 CAPSULAS EN BLISTER OPA/AL/PVC/AL,LENALIDOMIDA,INVIMA 2019M-0018865,20130202-1
2667,BACTRODERM ®ESPUMA,GARRAFA PLÁSTICASIN DATO X 3500 MLSIN DATOEN PEAD CON TAPA ENSIN DATOPOLIPROPILENO,YODO POLIVINILPIRROLIDONA 8.00 G ( EQUIVALENTE A YODO DISPONIBLE),INVIMA 2008 M-010324-R2,32662-10
2668,ACIDO FOLICO TABLETAS 5MG,CAJA PLEGADIZA POR 100 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS,ACIDO FOLICO,INVIMA 2008 M-010389 R2,32623-8
2669,ATLETIC´S GEL,IUM 1D1003681008104 TUBO COLAPSIBLE DE ALUMINIO/POLIETILENO COLOR BLANCO CON TAPA AMARILLA EN POLIPROPILENO (PP) Y LINNER DE SEGURIDAD POR 30 GRAMOS.,DICLOFENACO DIETILAMONIO,INVIMA 2020M-0019617,20155046-6
2670,ECOX® 400 MG TABLETAS,CAJA PLEGADIZA POR 30 TABLETAS RECUBIERTAS EN BLÍSTER ALUMINIO PVC/PVDC,ETAMBUTOL CLORHIDRATO,INVIMA 2024M-0021449,20272629-2
2671,ACIDO FOLICO TABLETAS 1 MG.,CAJA POR 600 TABLETAS EN BLISTER PVC/ ALUMINIO X 10 TABLETAS,ACIDO FOLICO,INVIMA 2022M-011236-R3,35662-18
2672,ACIDO FOLICO TABLETAS 1 MG.,CAJA POR 600 TABLETAS EN BLISTER PVC/ ALUMINIO X 10 TABLETAS,ACIDO FOLICO,INVIMA 2022M-011236-R3,35662-18
2673,ACIDO FOLICO TABLETAS 1 MG.,CAJA POR 300 TABLETAS EN BLISTER PVC/ ALUMINIO X 10 TABLETAS,ACIDO FOLICO,INVIMA 2022M-011236-R3,35662-16
2674,ACIDO FOLICO TABLETAS 1 MG.,CAJA POR 1000 TABLETAS EN BLISTER PVC/ALUMINIO,ACIDO FOLICO,INVIMA 2022M-011236-R3,35662-11
2675,ACIDO FOLICO TABLETAS 5MG,CAJA PLEGADIZA POR 250 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS,ACIDO FOLICO,INVIMA 2008 M-010389 R2,32623-9
2676,ADRENALINAINYECTABLE 1MG/ML,CAJA X 25 AMPOLLAS DE VIDRIO AMBAR TIPO I X 1ML,ADRENALINA BITARTRATO 1.81922 MG EQUIVALENTE A ADRENALINA BASE),INVIMA 2021M-014499-R3,42849-1
2677,COMPLEJO B ECAR GRAGEAS,CAJA POR 250 GRAGEAS EN BLISTER PVC/ALUMINIO.,NICOTINAMIDA (NIACINAMIDA),INVIMA 2022M-002341-R4,34047-6
2678,COMPLEJO B ECAR GRAGEAS,CAJA POR 250 GRAGEAS EN BLISTER PVC/ALUMINIO.,RIBOFLAVINA (VITAMINA B2),INVIMA 2022M-002341-R4,34047-6
2679,COMPLEJO B ECAR GRAGEAS,CAJA POR 250 GRAGEAS EN BLISTER PVC/ALUMINIO.,TIAMINA MONONITRATO (VITAMINA B1),INVIMA 2022M-002341-R4,34047-6
2680,COMPLEJO B ECAR GRAGEAS,CAJA POR 250 GRAGEAS EN BLISTER PVC/ALUMINIO.,PIRIDOXINA CLOHIDRATO (VITAMINA B6),INVIMA 2022M-002341-R4,34047-6
2681,COMPLEJO B ECAR GRAGEAS,CAJA POR 300 GRAGEAS EN BLISTER PVC/ALUMINIO.,NICOTINAMIDA (NIACINAMIDA),INVIMA 2022M-002341-R4,34047-11
3139,DOLEX® CONTRA LOS SINTOMAS DE LA GRIPA TABLETAS.,CAJA DISPENSADORA POR 100 TABLETAS EN TIRA DE PAPEL /POLIETILENO/ALUMINIO/SURLYN.,MALEATO DE CLORFENIRAMINA,INVIMA 2020M-14137-R2,19906457-9
3140,DOLEX NIÑOS SUSPENSION 250MG/5ML,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD (PEAD) X 120 ML CON TAPA DE POLIPROPILENO (PP) A PRUEBA DE NIÑOS CON LINNER DE SEGURIDAD Y COPA DOSIFICADORA DE PP.,ACETAMINOFÉN,INVIMA 2021M-0020487,20197785-1
3141,DOLEX NIÑOS 3.2% JARABE,1P1019281000104: CAJA CON FRASCO HDPE COLOR NATURAL X 90 ML CON TAPA SISTEMA CHILD RESISTANCE DE POIIPROPILENO (PP) BLANCO CON LINNER DE INDUCCIÓN Y COPA DOSIFICADORA COLOR NATURAL DE 15 ML.,ACETAMINOFEN,INVIMA 2019M-0019412,20164282-1
3142,DOLEX NIÑOS SUSPENSION 250MG/5ML,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD (PEAD) X 120 ML CON TAPA DE POLIPROPILENO (PP) A PRUEBA DE NIÑOS CON LINNER DE SEGURIDAD Y COPA DOSIFICADORA DE PP.,ACETAMINOFÉN,INVIMA 2021M-0020487,20197785-1
3143,CLABSOL® CREMA 0.05%,IUM NUMERO 1C1010921007100. CAJA PLEGADIZA CON TUBO EN ALUMINIO POR 30 GRAMOS. CLOBETASOL 0.0500 G CREMA TOPICA (CLABSOL) TUBO 30.0000G / CAJA X 1 (NA),CLOBETASOL PROPIONATO,INVIMA 2023M-0020868,20236327-3
3144,FLIXOTIDE250 MCG.,CAJA CON CARTUCHO INHALADOR POR 60 DOSIS DE ALEACION DE ALUMINIO Y CUBIERTA INTERNA DE PTFE Y PES SELLADO CON UNA VALVULA MEDIDORA DE POLIPROPILENO FIJADA A UN ACTUADOR DE HOMOPOLIMERO DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA,PROPIONATO DE FLUTICASONA ( MICRONIZADO),INVIMA 2017M-015032-R2,19913482-1
3145,FLIXOTIDE®50 MCG.,CAJA CON CARTUCHO INHALADOR POR 120 DOSIS DE ALEACION DE ALUMINIO Y CUBIERTA INTERNA DE PTFE Y PES SELLADO CON UNA VALVULA MEDIDORA DE POLIPROPILENO FIJADA A UN ACTUADOR DE HOMOPOLIMERO DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA,PROPIONATO DE FLUTICASONA EQUIVALENTE A 50 MCG POR DOSIS,INVIMA 2017M-015087-R2,19913481-2
3146,FLIXOTIDE® 125 MCG,CAJA POR UN IHNALADOR (FRASCODE ALU. VÁLVULASIN DATODF60 Y DOSIFICADOR DE PP) POR 12.02 G EQUIVALENTE A120 DOSIS DE 125 MCG C/U,PROPIONATO DE FLUTICASONA (MICRONIZADO) EQUIVALENTE A125 MCG POR DOSIS,INVIMA 2020M-0009810-R1,20003641-2
3147,RELVAR® ELLIPTA® 100 MCG / 25 MCG,CAJA POR UN INHALADOR CONTENIENDO UN MECANISMO DE BLISTER DOBLE DE FOIL LAMINADO CON 30 DOSIS USANDO COMO EMPAQUE SECUNDARIO UNA BANDEJA DE POLIPROPILENO SELLADA CON FOIL LAMINADO CONTENIENDO ADICIONALMENTE SILICA GEL COMO DESECANTE.,TRIFENATATO DE VILANTEROL MICRONIZADO EQUIVALENTE A VILANTEROL (CADA DOSIS ADMINISTRADA CONTIENE 22 MCG VILANTEROL),INVIMA 2020M-0016941-R1,20096310-1
3148,RELVAR® ELLIPTA® 100 MCG / 25 MCG,CAJA POR UN INHALADOR CONTENIENDO UN MECANISMO DE BLISTER DOBLE DE FOIL LAMINADO CON 30 DOSIS USANDO COMO EMPAQUE SECUNDARIO UNA BANDEJA DE POLIPROPILENO SELLADA CON FOIL LAMINADO CONTENIENDO ADICIONALMENTE SILICA GEL COMO DESECANTE.,FUROATO DE FLUTICASONA MICRONIZADO (CADA DOSIS ADMINISTRADA CONTIENE 92 MCG DE FUROATO DE FLUTICASONA),INVIMA 2020M-0016941-R1,20096310-1
3149,RELVAR® ELLIPTA ® 200MCG/25MCG POLVO PARA INHALACIÓN,2F100558/1000/101 CAJA POR UN INHALADOR CONTENIENDO UN MECANISMO DE BLISTER DOBLE DE FOIL LAMINADO CON 30 DOSIS USANDO COMO EMPAQUE SECUNDARIO UNA BANDEJA DE POLIPROPILENO SELLADA CON FOIL LAMINADO CONTENIENDO ADICIONALMENTE SILICA GEL COMO DESECANTE CONTENIDO EN UN EMPAQUE DE POLIETILENO DE ALTA DENSIDAD (HPDE),RIFENATATO DE VILANTEROL MICRONIZADO EQUIVALENTE A VILANTEROL 25MCG (CADA DOSIS PREDISPENSADA CONTIENE VILANTEROL),INVIMA 2023M-0018199-R1,20100456-1
3150,RELVAR® ELLIPTA ® 200MCG/25MCG POLVO PARA INHALACIÓN,2F100558/1000/101 CAJA POR UN INHALADOR CONTENIENDO UN MECANISMO DE BLISTER DOBLE DE FOIL LAMINADO CON 30 DOSIS USANDO COMO EMPAQUE SECUNDARIO UNA BANDEJA DE POLIPROPILENO SELLADA CON FOIL LAMINADO CONTENIENDO ADICIONALMENTE SILICA GEL COMO DESECANTE CONTENIDO EN UN EMPAQUE DE POLIETILENO DE ALTA DENSIDAD (HPDE),FUROATO DE FLUTICASONA MICRONIZADO 200MCG (CADA DOSISPREDISPENSADA CONTIENE FUROATO DE FLUTICASONA),INVIMA 2023M-0018199-R1,20100456-1
3151,FUROATO DE FLUTICASONA 27.5 µG / 50 MCL,1F1031051001100. FUROATO DE FLUTICASONA 27.5000 µG AEROSOL INHALATORIA NASAL (NOVAMED) INHALADOR 120.0000 DOSIS / CAJA X 1. CAJA CON FRASCO PEAD SNAP ON BLANCO. POR 120 DOSIS. CON VÁLVULA DOSIFICACIÓN (DOSIS 27.5 MCG/50MCL),FLUTICASONA FUROATO,INVIMA 2019M-0019389,20156025-3
3152,FRAXIPARINE 0.6 ML,USO INSTITUCIONAL: CAJA CON 10 JERINGAS PRELLENADAS DE VIDRIO TIPO I X 0.6 ML C/U,NADROPARINA CALCICA (HEPARINA GLICOSAMINOGLICANO) EQUIVALENTE A ACTIVIDAD DE ANTIFACTOR XA,INVIMA 2017MB-003905-R2,53314-4
3153,DOVATO® 50MG + 300MG TABLETAS RECUBIERTAS CON PELÍCULA,2D1037441000100 CAJA CON FRASCO OPACO. BLANCO. REDONDO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD PARA NIÑOS DE POLIPROPILENO QUE INCLUYE UNA CAPA INTERIOR DE POLITILENO SELLADA POR INDUCCION CON 30 TABLETAS RECUBIERTAS.,DOLUTEGRAVIR SODICO 52.60 MG EQUIVALENTE A DOLUTEGRAVIR BASE,INVIMA 2021M-0020330,20171830-1
3154,DOVATO® 50MG + 300MG TABLETAS RECUBIERTAS CON PELÍCULA,2D1037441000100 CAJA CON FRASCO OPACO. BLANCO. REDONDO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD PARA NIÑOS DE POLIPROPILENO QUE INCLUYE UNA CAPA INTERIOR DE POLITILENO SELLADA POR INDUCCION CON 30 TABLETAS RECUBIERTAS.,LAMIVUDINA,INVIMA 2021M-0020330,20171830-1
3155,DOVATO® 50MG + 300MG TABLETAS RECUBIERTAS CON PELÍCULA,2D1037441000100 CAJA CON FRASCO OPACO. BLANCO. REDONDO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD PARA NIÑOS DE POLIPROPILENO QUE INCLUYE UNA CAPA INTERIOR DE POLITILENO SELLADA POR INDUCCION CON 30 TABLETAS RECUBIERTAS.,DOLUTEGRAVIR SODICO 52.60 MG EQUIVALENTE A DOLUTEGRAVIR BASE,INVIMA 2021M-0020330,20171830-1
3156,DOVATO® 50MG + 300MG TABLETAS RECUBIERTAS CON PELÍCULA,2D1037441000100 CAJA CON FRASCO OPACO. BLANCO. REDONDO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE SEGURIDAD PARA NIÑOS DE POLIPROPILENO QUE INCLUYE UNA CAPA INTERIOR DE POLITILENO SELLADA POR INDUCCION CON 30 TABLETAS RECUBIERTAS.,LAMIVUDINA,INVIMA 2021M-0020330,20171830-1
3157,LAMICTAL TABLETAS DISPERSABLE 5 MG.,CAJA POR 30 TABLETAS DISPERSABLES EN BLÍSTER DE ALUMINIO/PVC/PVDC.,LAMOTRIGINA,INVIMA 2022M-007183-R2,215612-1
3158,LAMICTAL TABLETAS DISPERSABLES 100 MG,CAJA POR 30 TABLETAS EN BLISTER PVC/PVDC-ALUMINIO,LAMOTRIGINA,INVIMA 2021M-007181-R2,215608-1
3159,LAMICTAL TABLETAS DISPERSABLES 100 MG,CAJA POR 30 TABLETAS EN BLISTER PVC/PVDC-ALUMINIO,LAMOTRIGINA,INVIMA 2021M-007181-R2,215608-1
3160,LAMICTAL TABLETAS DISPERSABLES 200 MG,CAJA BLISTER (PVC/PVDC/AL) POR 30 TABLETAS DISPERSABLES,LAMOTRIGINA,INVIMA 2019 M-012825-R2,230133-2
3161,LAMOTRIGINA POR 200 MG,CAJA POR 30 TABLETAS EN 3 BLISTER PVC/PE/PVDC-ALUMINIO POR 10 TABLETAS.,LAMOTRIGINA,INVIMA 2023M-0015329-R1,20060310-4
3162,PURINETHOL50 MG,CAJA CON FRASCO DE VIDRIO ÁMBAR X 25 TABLETAS,MERCAPTOPURINA,INVIMA 2022M-005465-R4,46262-1
3163,FENOBARBITAL TABLETAS 100 MG.,CAJA PLEGADIZA DE CARTULINA POR 30 TABLETAS EN BLISTER DE PVC TRANSPARENTE/ALUMINIO.,FENOBARBITAL USP,INVIMA 2021M-14111-R2,19905549-1
3164,FENOBARBITAL TABLETAS 100 MG.,CAJA PLEGADIZA DE CARTULINA POR 30 TABLETAS EN BLISTER DE PVC TRANSPARENTE/ALUMINIO.,FENOBARBITAL USP,INVIMA 2021M-14111-R2,19905549-1
3165,FENOBARBITAL TABLETAS 50 MG.,CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER DE ALUMINIO /PVC POR 10 TABLETAS,FENOBARBITAL,INVIMA 2021M-14110-R2,19905550-1
3166,FENOBARBITAL TABLETAS 50 MG.,CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER DE ALUMINIO /PVC POR 10 TABLETAS,FENOBARBITAL,INVIMA 2021M-14110-R2,19905550-1
3167,NIMBIUM ®INYECTABLE 10 MG,CAJA POR 5 AMPOLLAS DE VIDRIO TIPO I POR 5 ML,CISATRACURIO BESILATO EQUIVALENTE A CISATRACURIO BASE,INVIMA 2020M-006248-R2,208099-1
3168,REVOLADE ® TABLETAS 50 MG,CAJA POR 28 TABLETAS RECUBIERTAS EN BLISTER PA/ALU/PVC POR 7 TABLETAS TABLETAS CADA UNO,ELTROMBOPAG OLAMINA EQUIVALENTE ELTROMBOPAG COMO ÁCIDO LIBRE DE ELTROMBOPAG.,INVIMA 2023M-0011658-R2,20019264-2
3169,REVOLADE® TABLETAS 25 MG,CAJASIN DATOXSIN DATO28SIN DATOTABLETASSIN DATORECUBIERTAS EN BLISTER X 7SIN DATOTABLETAS BLISTER.,ELTROMBOPAG OLAMINAEQUIVALENTEA ELTROMBOPAG COMO ÁCIDOLIBRE DE ELTROMBOPAG,INVIMA 2022M-0011934-R2,20019167-2
3170,SERETIDE ® EVOHALER ® 25/125MCG,CAJA CON UN CARTUCHO INHALADOR METÁLICO CUBIERTO INTERNAMENTE CON FLUOROPOLIMERO. SELLADO CON VÁLVULA MEDIDORA DE POLIPROPOLENO. FIJADA A UN ACTUADOR DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA. CONTENIENDO 120 DOSIS,FLUTICASONA PROPIONATO,INVIMA 2017M-0000092-R2,19913254-1
3171,SERETIDE ® EVOHALER ® 25/125MCG,CAJA CON UN CARTUCHO INHALADOR METÁLICO CUBIERTO INTERNAMENTE CON FLUOROPOLIMERO. SELLADO CON VÁLVULA MEDIDORA DE POLIPROPOLENO. FIJADA A UN ACTUADOR DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA. CONTENIENDO 120 DOSIS,SALMETEROL XINAFOATO 36.3 MCG EQUIVALENTE A SALMETEROL,INVIMA 2017M-0000092-R2,19913254-1
3172,SERETIDE ® EVOHALER ® 25/125MCG,CAJA CON UN CARTUCHO INHALADOR METÁLICO CUBIERTO INTERNAMENTE CON FLUOROPOLIMERO. SELLADO CON VÁLVULA MEDIDORA DE POLIPROPOLENO. FIJADA A UN ACTUADOR DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA. CONTENIENDO 120 DOSIS,FLUTICASONA PROPIONATO,INVIMA 2017M-0000092-R2,19913254-1
3173,SERETIDE ® EVOHALER ® 25/125MCG,CAJA CON UN CARTUCHO INHALADOR METÁLICO CUBIERTO INTERNAMENTE CON FLUOROPOLIMERO. SELLADO CON VÁLVULA MEDIDORA DE POLIPROPOLENO. FIJADA A UN ACTUADOR DE POLIPROPILENO INCORPORANDO UN ORIFICIO ATOMIZADOR Y UNA TAPA. CONTENIENDO 120 DOSIS,SALMETEROL XINAFOATO 36.3 MCG EQUIVALENTE A SALMETEROL,INVIMA 2017M-0000092-R2,19913254-1
3174,RYDAPT® 25MG CAPSULAS BLANDAS,1M1024471000102 - CAJA POR 56 CÁPSULAS BLANDAS EN ( 2 CAJAS DE 28 CÁPSULAS BLANDAS CADA UNA) EN BLÍSTER PA/AL/PVC - ALUMINIO POR 4 CÁPSULAS CADA UNO.,MIDOSTAURINA,INVIMA 2019M-0018714,20117428-2
3175,SERETIDE DISKUS 50/250 MCG,CAJA DE CARTÓN CON INHALADOR PLÁSTICO DISKUSÂ. MULTIDOSIS POR 60 DOSIS. ENVASADAS EN TIRAS DE FOIL LAMINADO POR 60 ALVÉOLOS Y USANDO COMO EMPAQUE SECUNDARIO UNA ENVOLTURA DE FOIL LAMINADO.,SALMETEROL XINAFOATO MICRONIZADO 72.5 MCG EQUIVALENTE A SALMETEROL,INVIMA 2016M-0011071-R1,20013309-2
3176,SERETIDE DISKUS 50/250 MCG,CAJA DE CARTÓN CON INHALADOR PLÁSTICO DISKUSÂ. MULTIDOSIS POR 60 DOSIS. ENVASADAS EN TIRAS DE FOIL LAMINADO POR 60 ALVÉOLOS Y USANDO COMO EMPAQUE SECUNDARIO UNA ENVOLTURA DE FOIL LAMINADO.,FLUTICASONA PROPIONATO,INVIMA 2016M-0011071-R1,20013309-2
